pin,status,claim_class,claim_date,verdict,reason,rule,citation_count,first_citation,near_miss_strings,tax_sale_rows,scavenger_rows
31-35-415-038-0000,Sold,DISPOSED,2023-08-17,SUPPORTED,,D1,1,wvhk-k5uv 2323506186 2023-07-26 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> ROBERT  EDGECOMBE JR.,,0,0
31-35-416-037-0000,Sold,DISPOSED,2020-11-16,SUPPORTED,,D1,1,wvhk-k5uv 2036534057 2020-11-03 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> FAREEHA MEHKRI,,3,0
31-36-103-006-0000,In House Renovation Phase,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,1,0
31-36-103-007-0000,Sold,DISPOSED,2024-04-26,SUPPORTED,,D1,1,wvhk-k5uv 2412010016 2024-04-04 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> SUNNYMAN REALTY LLC,,1,0
31-36-104-005-0000,Prospecting - Windshield Survey Requested,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,2,0
31-36-104-025-0000,Sold,DISPOSED,2023-10-12,SUPPORTED,,D1,1,wvhk-k5uv 2329755169 2023-09-27 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> VALESA  MOORE,,1,0
31-36-105-032-0000,Prospecting - Hold for Review,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,1,0
31-36-105-042-0000,Sold,DISPOSED,2023-09-20,SUPPORTED,,D1,1,"wvhk-k5uv 2326946072 2023-08-29 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> CASTLE RIDGE BUILDERS, LLC",,4,0
31-36-106-003-0000,Sold,DISPOSED,2024-03-28,SUPPORTED,,D1,1,wvhk-k5uv 2410224328 2024-02-29 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> JOSE CARLOS SAENZ,,2,0
31-36-106-032-0000,Sold,DISPOSED,2024-01-31,SUPPORTED,,D1,1,wvhk-k5uv 2403706109 2024-01-18 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> KATHY  BRACY-SMITH,,0,0
31-36-107-005-0000,Sold,DISPOSED,2022-04-29,SUPPORTED,,D1,1,wvhk-k5uv 2212957003 2022-04-13 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> JJW INVESTMENT FUND LLC,,1,0
31-36-107-006-0000,Sold,DISPOSED,2022-05-02,AMBIGUOUS,,D1+NEAR-MISS,1,wvhk-k5uv 2212939160 2022-04-13 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> IRENE PANTOJA,"LAND BANK AND DEVELOPMENT AUTHORITY, AN ILLINOIS INTERGOVERNMENTAL AGENCY",1,0
31-36-108-010-0000,Sold,DISPOSED,2025-04-23,SUPPORTED,,D1,1,"wvhk-k5uv 2511925015 2025-04-10 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> CASTLE RIDGE BUILDERS, LLC",,1,0
31-36-108-021-0000,Sold,DISPOSED,2024-05-14,SUPPORTED,,D1,1,wvhk-k5uv 2413819176 2024-05-02 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> JUAN  GUTIERREZ,,2,0
31-36-109-011-0000,Acquisition Method Failure,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,1,0
31-36-111-019-0000,Sold,DISPOSED,2023-09-21,SUPPORTED,,D1,1,wvhk-k5uv 2327113016 2023-09-08 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> DENNIS   BURRIS,,4,1
31-36-112-007-0000,Sold,DISPOSED,2022-05-03,SUPPORTED,,D1,1,wvhk-k5uv 2212921234 2022-04-13 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> DENNIS  BURRIS,,4,0
31-36-114-007-0000,Acquisition Underway,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,1,0
31-36-202-004-0000,Sold,DISPOSED,2022-05-26,SUPPORTED,,D1,1,wvhk-k5uv 2215141063 2022-04-26 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> TIFFANY S. CROCKETT,,2,0
31-36-202-005-0000,Sold,DISPOSED,2024-01-16,SUPPORTED,,D1,1,wvhk-k5uv 2401813351 2023-12-21 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> SAMI REAL ESTATE LLC,,1,0
31-36-301-010-0000,Sold,DISPOSED,2023-09-19,SUPPORTED,,D1,1,wvhk-k5uv 2326415025 2023-08-29 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> TIFFANY S CROCKETT,,1,0
31-36-302-019-0000,Sold,DISPOSED,2024-02-14,SUPPORTED,,D1,1,wvhk-k5uv 2405928018 2024-02-01 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> EFRAIN  ALBERTOS,,0,0
31-36-303-020-0000,Secured Inventory - Active,HELD,,SUPPORTED,,H2,1,wvhk-k5uv 1911517161 2019-04-01 VILLAGE OF PARK FOREST -> SOUTH SUBURBAN LAND BANK,,1,0
31-36-303-021-0000,Associated Parcel - Inventory,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,1,0
31-36-303-024-0000,Sold,DISPOSED,2020-09-18,SUPPORTED,,D1,1,wvhk-k5uv 2031317065 2020-09-02 SOUTH SUBURBAN LAND BANK & DEVELOPMENT AUTHORITY -> SABA HAQQI,,1,0
31-36-303-034-0000,Sold,DISPOSED,2022-05-06,SUPPORTED,,D1,1,wvhk-k5uv 2213719024 2022-05-06 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> VLW ENTERPRISES LLC,,1,0
31-36-304-010-0000,Sold,DISPOSED,2021-06-07,AMBIGUOUS,,D5,1,wvhk-k5uv 1911517164 2019-04-17 VILLAGE OF PARK FOREST -> SOUTH SUBURBAN LAND BANK,,3,0
31-36-304-033-0000,Sold,DISPOSED,2022-09-30,SUPPORTED,,D1,1,wvhk-k5uv 2227828115 2022-09-06 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> 2B PROPERTIES LLC,,2,0
31-36-305-004-0000,Acquisition Method Failure,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,0,0
31-36-305-015-0000,Sold,DISPOSED,2023-08-17,SUPPORTED,,D1,1,wvhk-k5uv 2323428021 2023-07-26 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> SCOTT   BERNHAGEN,,1,0
31-36-305-017-0000,Sold,DISPOSED,2023-11-02,SUPPORTED,,D1,1,wvhk-k5uv 2331013302 2023-10-13 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> ACARIS HOLDINGS LLC,,1,0
31-36-305-018-0000,Sold,DISPOSED,2020-02-04,SUPPORTED,,D1,1,wvhk-k5uv 2004908054 2020-01-22 SOUTH SUBURBAN LAND BANK -> JUNAIDI ADEEL,,2,0
31-36-306-012-0000,Prospecting - Hold for Review,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,2,0
31-36-306-026-0000,Sold,DISPOSED,2021-05-07,AMBIGUOUS,,D5,3,"wvhk-k5uv 2031401006 2020-09-30 VILLAGE OF PARK FOREST, ILLINOIS -> SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY",,3,0
31-36-309-002-0000,Sold,DISPOSED,2023-02-24,SUPPORTED,,D1,1,wvhk-k5uv 2306033061 2023-02-07 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> SHAHAB MEHKRI,,1,0
31-36-309-031-0000,Sold,DISPOSED,2022-02-16,SUPPORTED,,D1,1,"wvhk-k5uv 2206242042 2022-02-04 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> ILORI INVESTMENTS, LLC",,1,0
31-36-310-026-0000,Prospecting - Declined,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,0,0
31-36-310-041-0000,Sold,DISPOSED,2024-04-03,SUPPORTED,,D1,1,wvhk-k5uv 2410230031 2024-03-12 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> JUAN GUTIERREZ,,3,0
31-36-312-014-0000,Sold,DISPOSED,2023-12-20,SUPPORTED,,D1,1,wvhk-k5uv 2400428020 2023-12-01 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> CASTLE RIDGE BUILDERS LLC,,2,0
31-36-314-002-0000,Case Dismissed,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,0,0
31-36-314-028-0000,Sold,DISPOSED,2022-04-14,SUPPORTED,,D1,1,"wvhk-k5uv 2210907224 2022-03-21 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> 2B PROPERTIES, LLC",,3,0
31-36-314-030-0000,Sold,DISPOSED,2023-09-20,SUPPORTED,,D1,1,"wvhk-k5uv 2326913164 2023-08-29 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> CASTLE RIDGE BUILDERS, LLC",,1,0
31-36-316-012-0000,Sold,DISPOSED,2023-10-12,SUPPORTED,,D1,1,wvhk-k5uv 2329706106 2023-09-27 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> CASTLE RIDGE BUILDERS LLC,,1,0
31-36-316-026-0000,Sold,DISPOSED,2023-10-11,SUPPORTED,,D1,1,wvhk-k5uv 2329149012 2023-09-08 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> WHITES INVESTMENT GROUP LLC,,3,0
31-36-316-028-0000,Sold,DISPOSED,2024-01-19,SUPPORTED,,D1,1,"wvhk-k5uv 2402345045 2024-01-19 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> CAMDEN CT REALTY LLC,",,1,0
31-36-318-013-0000,Sold,DISPOSED,2018-09-07,SUPPORTED,,D1,1,wvhk-k5uv 1825444028 2018-09-07 SOUTH SUBURBAN LAND BANK -> NORMA FITZ,,1,0
31-36-319-011-0000,Sold,DISPOSED,2021-08-06,SUPPORTED,,D1,1,wvhk-k5uv 2124441003 2021-07-26 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> HADER TAULER,,1,0
31-36-321-009-0000,Sold,DISPOSED,2020-04-15,SUPPORTED,,D1,1,wvhk-k5uv 2012521167 2020-03-13 SOUTH SUBURBAN LAND BANK -> MIGUEL LOPEZ,,1,0
31-36-400-005-0000,Case Dismissed,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,1,0
31-36-402-005-0000,Sold,DISPOSED,2020-05-04,SUPPORTED,,D1,1,wvhk-k5uv 2014921179 2020-04-17 SOUTH SUBURBAN LAND BANK -> SYLVIE HOLT,,1,0
31-36-403-002-0000,Sold,DISPOSED,2023-09-20,SUPPORTED,,D1,1,wvhk-k5uv 2326913168 2023-07-26 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> SYLVIE HOLT,,1,0
31-36-405-016-0000,Sold,DISPOSED,2024-01-30,SUPPORTED,,D1,1,wvhk-k5uv 2403845033 2024-01-18 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORIT -> MANALL ALI,,4,0
31-36-405-017-0000,Sold,DISPOSED,2023-12-20,SUPPORTED,,D1,1,wvhk-k5uv 2400428024 2023-12-01 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> CASTLE RIDGE BUILDERS LLC,,2,0
31-36-406-014-0000,Sold,DISPOSED,2017-01-01,SUPPORTED,,D1,1,wvhk-k5uv 1710306091 2017-04-12 SOUTH SUBURBAN LAND BANK -> BRIAN RILEY,,0,0
31-36-406-016-0000,Sold,DISPOSED,2023-09-21,SUPPORTED,,D1,1,wvhk-k5uv 2327041050 2023-08-29 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> PRESTON  BOWIE,,3,0
31-36-407-004-0000,Sold,DISPOSED,2021-04-27,SUPPORTED,,D1,1,wvhk-k5uv 2121740019 2021-04-13 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> DANTE CLANTON,,2,0
31-36-408-019-0000,Acquisition Method Failure,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,1,0
31-36-408-027-0000,Prospecting - Inspection Complete/Muni Evidence Needed,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,4,0
31-36-411-047-0000,Sold,DISPOSED,2023-12-04,SUPPORTED,,D1,1,wvhk-k5uv 2334928081 2023-11-15 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> PABLO AND BERTHA ORTIZ,,3,0
31-36-412-035-0000,Sold,DISPOSED,2023-12-20,SUPPORTED,,D1,1,wvhk-k5uv 2400428021 2023-12-01 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> CASTLE RIDGE BUILDERS LLC,,1,0
31-36-414-036-0000,Sold,DISPOSED,2025-12-22,UNSUPPORTED_NO_RECORD,,D4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,1,0
31-36-415-005-0000,Case Dismissed,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,1,0
31-36-416-023-0000,Prospecting - Inspection Complete/Muni Evidence Needed,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,0,0
32-05-202-007-0000,Prospecting - Inspection Complete/Muni Evidence Needed,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,0,0
32-08-201-012-0000,Sold,DISPOSED,2020-07-08,UNSUPPORTED_NO_RECORD,,D4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,4,0
32-08-309-003-0000,Sold,DISPOSED,2016-09-01,SUPPORTED,,D1,1,wvhk-k5uv 1627833052 2016-09-30 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> JOSE S. BRAVO,,0,0
32-08-340-015-0000,Sold,DISPOSED,2017-11-01,SUPPORTED,,D1,1,wvhk-k5uv 1732019049 2017-11-03 SOUTH SUBURBAN LAND BANK -> CHRISTINA MITCHELL,,0,0
32-08-415-007-0000,Sold,DISPOSED,2017-04-01,SUPPORTED,,D1,1,wvhk-k5uv 1711434055 2017-04-19 SOUTH SUBURBAN LAND BANK -> B.T.L. EMPIRE LLC,,0,0
32-11-111-001-0000,Sold,DISPOSED,2021-08-26,SUPPORTED,,D1,1,wvhk-k5uv 2126616051 2021-08-17 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> FATHERS AND BLESSINGS,,1,0
32-11-212-043-0000,Sold,DISPOSED,2021-06-04,SUPPORTED,,D1,1,wvhk-k5uv 2117322020 2021-05-12 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> JGL INVESTEMENT LLC,,4,0
32-19-207-020-0000,Sold,DISPOSED,2017-04-01,SUPPORTED,,D1,1,wvhk-k5uv 1711434056 2017-04-19 SOUTH SUBURBAN LAND BANK -> B.T.L. EMPIRE LLC,,0,0
32-19-209-001-0000,Sold,DISPOSED,2017-10-01,SUPPORTED,,D1,1,wvhk-k5uv 1729712039 2017-10-20 SOUTH SUBURBAN LAND BANK -> DAVID B.  MCELROY,,1,0
32-19-313-031-0000,Secured Inventory - Active,HELD,,SUPPORTED,,H2,1,wvhk-k5uv 1821816018 2017-12-20 MRF ILLINOIS ONE -> SOUTH SUBURBAN LAND BANK,,0,0
32-19-318-053-0000,Sold,DISPOSED,2019-02-12,SUPPORTED,,D1,1,wvhk-k5uv 1904549175 2019-01-14 SOUTH SUBURBAN LAND BANK -> KARINA ELIAS QUEZADA,,0,0
32-20-107-008-0000,Sold,DISPOSED,2019-01-04,AMBIGUOUS,,D1+NEAR-MISS,1,wvhk-k5uv 1900741166 2018-12-10 SOUTH SUBURBAN LAND BANK -> JOSE GOMEZ,SUBURBAN LAND BANK &amp;,0,0
32-20-107-010-0000,Sold,DISPOSED,2017-04-01,AMBIGUOUS,,D1+NEAR-MISS,1,wvhk-k5uv 1712929066 2017-04-05 SOUTH SUBURBAN LAND BANK -> SEAN KIMBROUGH,SOUTH SUB LAND BK,0,0
32-20-400-025-0000,Sold,DISPOSED,2018-06-04,UNSUPPORTED_NO_RECORD,,D4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,0,0
32-20-401-043-0000,Sold,DISPOSED,2018-03-22,SUPPORTED,,D1,1,"wvhk-k5uv 1808506040 2018-03-20 SOUTH SUBURBAN LAND BANK -> HILGER PROPERTIES, LLC SE",,0,0
32-21-409-019-0000,Secured Inventory - Active,HELD,,SUPPORTED,,H2,1,"wvhk-k5uv 1622415021 2016-07-25 BANK FINANCIAL F.S.B., AS TRUSTEE UNDER THAT CERTAIN TRUST AGREEMENT DATED THE 13TH DAY OF MARCH 2009 AND KNOWN AS TRUST NUMBER 010994 -> SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY",,0,0
32-25-105-012-0000,Prospecting - Hold for Review,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,1,0
32-25-109-044-0000,Sold,DISPOSED,2016-10-01,SUPPORTED,,D1,1,wvhk-k5uv 1630029044 2016-10-21 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> GEORGE F. BELLEVUE,,0,0
32-25-114-011-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,0,0
32-25-416-031-0000,Prospecting - Declined,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,1,0
32-25-420-029-0000,Sold,DISPOSED,2016-09-01,AMBIGUOUS,,D1+NEAR-MISS,1,wvhk-k5uv 1628001059 2016-09-09 SOUTH SUBURBAN LAND BANK AND DEVELOPMENT AUTHORITY -> R&D PROPERTY INVESTMENT GROUP INC.,SOUTH SUBN LAND BK & DEV AUTH,0,0
32-29-222-016-0000,Secured Inventory - Active,HELD,,SUPPORTED,,H2,1,"wvhk-k5uv 1812442044 2018-01-01 MRF ILLINOIS ONE, LLC -> SOUTH SUBURBAN LAND BANK",,0,0
32-29-222-017-0000,Associated Parcel - Inventory,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,0,0
32-30-206-035-0000,Sold,DISPOSED,2018-12-28,SUPPORTED,,D1,1,wvhk-k5uv 1836541076 2018-11-27 SOUTH SUBURBAN LAND BANK -> ERICK CARDENAS GARCIA,,4,0
32-32-415-050-0000,Secured Inventory - Active,HELD,,UNSUPPORTED_NO_RECORD,,H4,1,"wvhk-k5uv,3723-97qp   no machine-readable record found in the queried datasets",,0,0
32-32-429-008-0000,Sold,DISPOSED,2017-05-01,AMBIGUOUS,,D1+NEAR-MISS,1,"wvhk-k5uv 1713713040 2017-05-16 SOUTH SUBURBAN LAND BANK -> B.T.L. EMPIRE, LLC",SO SUB LAND BANK,0,0
33-07-104-107-1001,Sold,DISPOSED,2017-10-01,SUPPORTED,,D1,1,wvhk-k5uv 1730445061 2017-10-01 SOUTH SUBURBAN LAND BANK -> BBO INVESTMENT INC.,,0,0
33-31-105-007-0000,Prospecting - Hold for Review,NO_CLAIM,,NOT_CHECKABLE,no-county-checkable-claim,,0,,,3,0
33-31-204-013-0000,Sold,DISPOSED,2017-01-01,SUPPORTED,,D1,1,wvhk-k5uv 1709513059 2017-03-29 SOUTH SUBURBAN LAND BANK -> KEMMEON RUFF,,0,0
4545,Test Parcel,NO_CLAIM,,NOT_CHECKABLE,pin-format,,0,,,0,0
